file,target
660429.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
660430.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
660691.wav,1 1 1 1 1 1 1 1 1 1 0
661059.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
661543.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
661761.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
661899.wav,1 1 1 1 1 1 0
662006.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
662130.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
662285.wav,0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
662286.wav,0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
662889.wav,1 1 1 1 1 1 1
663462.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
666076.wav,1 1 0 0 0 0
667081.wav,0 1 1 0
679689.wav,0 0 1 0 0 0
688137.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
688674.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
690699.wav,1 1 1 1 1 1 1 1 1 0 1 1 1 1 1
692991.wav,1 1 1 1 1 1 1
692992.wav,1 1 0 0 1 1 1 1 1 1 1 1 0 0 1 1 1 0
692993.wav,0 0 0 0 1 1 1
692994.wav,1 1 1 1 1 1 1 1
79888.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
79890.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
81489.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
81890.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
81891.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
83151.wav,1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
83621.wav,1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
83622.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
83623.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
83710.wav,1 1 1 1 1 1 1 1 1 1 1 1
83711.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
83712.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
83713.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
83714.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
84013.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
90333.wav,1 1 1 1
90386.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1
92104.wav,1 0 1 1 1 1 1 1 1 1 1 1
94215.wav,1 1 1 1 1 1 1 1 1 1 1
98673.wav,1 1
106948.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
115016.wav,0 0 0 0 0 0 0 0 0
134457.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
141019.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
145159.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
156861.wav,1 1 1 1 1 1
156862.wav,1 1 1 1
161965.wav,1 1 0 0 1
163297.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
166866.wav,0 1 1
172475.wav,1 1 1 1 1 1 1 1 1 1 1 1 1
172477.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
172478.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
172479.wav,1 1 1 1 1 1 1 1 1 1 1 1
172480.wav,1 1
185408.wav,1 1 1
185409.wav,1 1 1 1 1 1 1 1 1 1 1
185411.wav,1 1 1 1 1 1
185412.wav,1 1 1 1
211933.wav,0 0 0 0 0 0
213309.wav,1 1 1 1 1
213784.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
217373.wav,1 1 1 1 1 1 1 1 1 1
253273.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1
27282.wav,1 1 1 1 1 1 1
294395.wav,0 1
294397.wav,0 1 0
304419.wav,1 1 1 1 1 1 0 0 1 0 0
307991.wav,1 1 1 1 1 1 1
310384.wav,1 1 1 1 1 1 1 1 1 1 1 1
310528.wav,1 1 1
310529.wav,1 1 1 1 1 1 1 1
310530.wav,1 1 1 1
313581.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
31616.wav,1 1 1 1 1
318308.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
329900.wav,1 1 1 1 1 1 1
329910.wav,1 1
342804.wav,1 1
347269.wav,1 1 1 1 1 1 1
349718.wav,0 0
356390.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
356391.wav,1 1 1
356695.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1
356696.wav,1 1 1 1 1 1 1 1 1 1 1 1 0
356728.wav,1 1 1 1 1 1 1 1 1 1 0
357198.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1
357368.wav,1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0
357387.wav,1 1 1 1 1 1 1 1 1 1 1 1 1
357630.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
357631.wav,1 1 1 1
357888.wav,1 1
357889.wav,1 1 1 1 1 1
358560.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
358628.wav,1 1 1 1 1 1 1 1 1
358629.wav,1 1 1 1 1 1 1 1 0
360704.wav,1 1 1 1
360705.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
365479.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1
365598.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
365643.wav,1 1 1 1 1 1 1
365810.wav,1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
365812.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
365994.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
368007.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
376656.wav,1 1 1 1 1
387397.wav,1 1 1 1
390288.wav,1 0 0 1 1 1 0 0 1 1 0 1 0
394513.wav,1 1 1 1 1
394514.wav,1 1 1 1 1 1 1 1 1 1 1 1 1
399005.wav,0 1 0 0
404337.wav,1 1 1 1 1 1 1 1 1
406576.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
408248.wav,1 1 1 1 1 1 1 1
408868.wav,1 1 1 1 1 1 1 1 1 1 1 1 1
412208.wav,1 1 1 1 1 0
412209.wav,1 1
418401.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
422660.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
429780.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
441919.wav,0 0 0 1 0 0 0 1 1 1 1 0 1 1 1 1
442554.wav,1 1 1 1 0
442556.wav,1 1 1 1 1 1 0
443794.wav,1 1 1 1 1 0 1 1 1 1 1
446601.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
456255.wav,1 1 1 1 1 1 0
456258.wav,1 1 1 1 1 1 1 1 0 0 0 0 1 0 1 1 1 1 1 1 1 1 1 1
456973.wav,1 1
459870.wav,1 1 1 1 1 1 1 1 1 1 1 0
460172.wav,1 1 1 1 1 1 1 1 1 1 1 1
460173.wav,1 1 1 1 1 1 1 1 1 1 1 1
460174.wav,1 1 1
460845.wav,1 1 1
462411.wav,0 0 0 0 0
463886.wav,1 1 1 1 1 1 1 1 1 1
463887.wav,0 1 1 1 1 1 1 1 1 1 1
466744.wav,1 1 1 1
466746.wav,1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1
466747.wav,1 1 1 1 1 1 1 1 1
466748.wav,1 1 1 1 1 1
467402.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
467403.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
468704.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
471594.wav,1 1 1
473932.wav,1 1 1 1 1 1
480053.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
513335.wav,1 1 1 1 1 1 0
513337.wav,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1
513433.wav,1 1 1 1 1 1 1
516174.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
521470.wav,1 1 1 1 1
522340.wav,1 1 1 1 1 1 1 1 1
524880.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
524881.wav,1 1 1 1 1 1 1 1 0
529774.wav,1 1 1 1 1 1 1
530281.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
530282.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
530831.wav,1 1 1 1 1 1
533626.wav,1 1 1 1 1 1 1
542351.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
542356.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
542357.wav,1 1 1 1 1 1 1 1
551455.wav,1 1 1 1 1
553270.wav,1 1 1 1 0 0 1 1 0 1 1
553271.wav,1 1 1 1 1 1 1 0
565421.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
567979.wav,1 1 1 1 1 1 0
569337.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
572907.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
604213.wav,1 1 1 1 1 0
611497.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
619367.wav,1 1
620940.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1
620941.wav,1 1
627698.wav,1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
642250.wav,1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0
656322.wav,1 1 1 1
657412.wav,1 1 1 1 1 0
659498.wav,1 1 1 1
659604.wav,1 1
659726.wav,1 1 1
659727.wav,1 1 1 1
668996.wav,1 1 1 1 1
668997.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
680460.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1
680462.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
684880.wav,1 1 1
698822.wav,1 1 1 1 1 1
698826.wav,1 1 1 1 1 1 1 1 1 1 1 1
702180.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0
702181.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0
702389.wav,1 0 1 0
702390.wav,0 0 0 0
702391.wav,1 1 1 1 1 1 1 1 0
702392.wav,1 1 1 1 1 1 1 1 1 0
702393.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
702394.wav,1 1 1 1 1 1 1 1 1 1 1
702395.wav,1 1 1 1 1 1 1 1
703079.wav,1 1 0
703085.wav,1 1 1
703273.wav,1 1 1 1
72858.wav,1 1 1 1 1 1 1 1 1 1 1
78924.wav,1 1 1 1 1 1 1 1 1 1 1 1
98993.wav,1 1 1 1 1 1
100034.wav,1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
100480.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
105381.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0
105743.wav,1 1 1 1
113298.wav,1 1 1 1 1 1 1
140553.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
140554.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1
142674.wav,1 1 1 1 1 1 1
161549.wav,1 1 1 1 1 1 1 1
175588.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
180454.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
183145.wav,1 1 0 1 1 1 1
183177.wav,0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 0 1 0 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
185191.wav,1 1 1
185192.wav,1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1
237017.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
243526.wav,1 1 1 1 1 1 1 1 1
245721.wav,1 1 1 1 1 1 1 0 1 1 1 1
247695.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
24868.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
24869.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
24870.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
24871.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
24872.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1
24873.wav,1 1 1 1
24874.wav,1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
24875.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
25452.wav,0 1 1 0 1 0
266577.wav,0 0 0 0 1 0
266969.wav,1 1 1 1 1
267152.wav,1 0 1 0 1 1 1 1 1 1 0 1 1 1 0 0
319835.wav,1 1 1 1 1 1 1 1 0 1 1 1 0
322021.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
327971.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
327973.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
327975.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
327976.wav,1 1 0 1 1 0 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1
327977.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
327978.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
327980.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
327982.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
347271.wav,1 1
347272.wav,1 1 1 1 1 1 1 1 1
36276.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
36380.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
36381.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
36742.wav,1 1 1 1 1 1 1
368971.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1
375703.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
377165.wav,1 1 1 0 0 1 1 1 1 1
378960.wav,0 0 0 0 0 1 0 0 0 1 1 1 1 0
37898.wav,1 1 1 1 1 1
381141.wav,1 1 1 1 1 1 1 1 1 1 1 1 1
381205.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
415034.wav,1 1 0 1 1 1 1 1 1 1 1 1 1
425701.wav,0 0 0
425702.wav,0 0 0 1 0 0 0 0 1 1 1 1 0 0 1 0 1 0
425706.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1
425708.wav,1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1
425709.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
425715.wav,1 1 1 1 1 1 1 1 1 0
425716.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
425717.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
425721.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
425727.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
425728.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
428987.wav,1 0 0 0 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 1 1 1 0 0 1 0 0 1 0 1 1 1 0 0 1 0 0 1 1 1
451172.wav,1 1 1 1 1 1 1 1 1 1 1 1
454693.wav,1 1 1 1 0
456609.wav,1 1 1 1 1 0 1 1
469641.wav,1 1 1 1 1 1 1 1 1 1
477616.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
477617.wav,1 1 1 1 1 1 1
479725.wav,1 1 1
480838.wav,1 1 1 1 1 1 1 1
482648.wav,1 1 1 1 1 1
483672.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1
493773.wav,1 1 1 1 1 1 1 1 1 0 1 1
505126.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0
507639.wav,0 0 0 0 0 0 1
552457.wav,1 1 1
552459.wav,1
561499.wav,1 1 1 0 1 0
588427.wav,1 1 1 1 1 1 1 1 1
589262.wav,1 1 1 0
601881.wav,1 1
601890.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0
603846.wav,1 1 1 1 1 1 1
613759.wav,1 0
614317.wav,1
637849.wav,1 1 1 1 1 1 1 1 1 1 1 1
642847.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
650667.wav,1 0
651817.wav,1 1 1 1 1 1 1 1 1 1 1
652143.wav,1
652145.wav,1 1 1 1 1 1 1 1
661856.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
663471.wav,1 1 1 1 1 1 1 1 1 1 1
663516.wav,1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1
663517.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1
663519.wav,1 1 0 1 1 1 1
663520.wav,1 1 0 1 0
663521.wav,1 1 1 1 0 0 1 1 1 1 1 1 1
664521.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
664557.wav,0 1 1 1 1 1 1
688943.wav,0 1 1 1 1 1 1 1 0
688952.wav,1
688954.wav,0 1 1 1 1 1 1
688955.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
692045.wav,0 0 1 1 1 1 0 0 0 0 0
692248.wav,1 0
692249.wav,1 1 1 1 1 1 1 1 1 1 1 0
692250.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
692251.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1
692253.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
697418.wav,1 1 1 1 1 1
74851.wav,1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0
90828.wav,1 1 1 1 1 1 1 1 1 1 1
90829.wav,1 0 1 1 0 1 0
90832.wav,1 1 1 1 1 1 1 1
90835.wav,0 1 1 1 1 1 1 1 1 1 1 1 1
97491.wav,1 1
97492.wav,1 1 1 0 1 1 1 0 0
99397.wav,1 1 1
101026.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
101467.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
101551.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
101775.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
101776.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
101777.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
101779.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
102003.wav,1 1 1 1 1 1 1 1 1 1 1 1 1
102004.wav,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
